word,n,theme,literal
supervision,2,NA,supervision
supplemented,2,NA,supplemented
supposed,2,NA,supposed
suppressed,2,NA,suppressed
surfacing,2,NA,surfacing
surge,2,NA,surge
surging,2,NA,surging
surveying,2,NA,surveying
surveys,2,NA,surveys
susanne,2,NA,susanne
susceptible,2,NA,susceptible
suschen,2,NA,suschen
suspect,2,NA,suspect
suspecting,2,NA,suspecting
sutherland,2,NA,sutherland
sweep,2,NA,sweep
sweeten,2,NA,sweeten
swim,2,NA,swim
switches,2,NA,switches
switzerland,2,NA,switzerland
swivel,2,NA,swivel
sympathized,2,NA,sympathized
tables,2,NA,tables
tackle,2,NA,tackle
tackled,2,NA,tackled
tage,2,NA,tage
tains,2,NA,tains
talk,2,NA,talk
talkative,2,NA,talkative
talked,2,NA,talked
taneously,2,NA,taneously
tanks,2,NA,tanks
tanning,2,NA,tanning
tape,2,NA,tape
tasteful,2,NA,tasteful
tation,2,NA,tation
taught,2,NA,taught
teach,2,NA,teach
teams,2,NA,teams
teased,2,NA,teased
tember,2,NA,tember
tend,2,NA,tend
tender,2,NA,tender
tending,2,NA,tending
termined,2,NA,termined
terns,2,NA,terns
terrestrial,2,NA,terrestrial
terrifyingly,2,NA,terrifyingly
territory,2,NA,territory
terrors,2,NA,terrors
ters,2,NA,ters
tête,2,NA,tête
tethered,2,NA,tethered
thames,2,NA,thames
thanked,2,NA,thanked
thankless,2,NA,thankless
thefts,2,NA,thefts
thereof,2,NA,thereof
thest,2,NA,thest
thickly,2,NA,thickly
thicknesses,2,NA,thicknesses
thighs,2,NA,thighs
thirsty,2,NA,thirsty
thirty,2,NA,thirty
thrashed,2,NA,thrashed
thrashing,2,NA,thrashing
thread,2,NA,thread
threaten,2,NA,threaten
threateningly,2,NA,threateningly
throbbed,2,NA,throbbed
thronged,2,NA,thronged
thrusts,2,NA,thrusts
thumb,2,NA,thumb
thundered,2,NA,thundered
thursday,2,NA,thursday
thwart,2,NA,thwart
tic,2,NA,tic
timbers,2,NA,timbers
timidly,2,NA,timidly
tinder,2,NA,tinder
ting,2,NA,ting
tints,2,NA,tints
tireless,2,NA,tireless
tissue,2,NA,tissue
tive,2,NA,tive
tled,2,NA,tled
toe,2,NA,toe
togeth,2,NA,togeth
topped,2,NA,topped
torch,2,NA,torch
torrent,2,NA,torrent
tossing,2,NA,tossing
tours,2,NA,tours
towers,2,NA,towers
trable,2,NA,trable
traced,2,NA,traced
trading,2,NA,trading
tradition,2,NA,tradition
traditions,2,NA,traditions
train,2,NA,train
trainer,2,NA,trainer
trait,2,NA,trait
transect,2,NA,transect
transformed,2,NA,transformed
transit,2,NA,transit
transitions,2,NA,transitions
trated,2,NA,trated
trator,2,NA,trator
traveller,2,NA,traveller
tray,2,NA,tray
treach,2,NA,treach
tread,2,NA,tread
trek,2,NA,trek
tremendous,2,NA,tremendous
tribe,2,NA,tribe
tribute,2,NA,tribute
tribution,2,NA,tribution
trick,2,NA,trick
trim,2,NA,trim
trimmed,2,NA,trimmed
tringa,2,NA,tringa
triple,2,NA,triple
tropical,2,NA,tropical
trout,2,NA,trout
trunks,2,NA,trunks
trustingly,2,NA,trustingly
trustworthy,2,NA,trustworthy
tube,2,NA,tube
tug,2,NA,tug
turnips,2,NA,turnips
turnstone,2,wildlife,turnstone
turnstones,2,NA,turnstones
twenty,2,NA,twenty
twist,2,NA,twist
twittering,2,NA,twittering
ulysses,2,NA,ulysses
umber,2,NA,umber
uncertain,2,NA,uncertain
unchained,2,NA,unchained
uncomfortable,2,NA,uncomfortable
undecided,2,NA,undecided
undemanding,2,NA,undemanding
underclothes,2,NA,underclothes
underlying,2,NA,underlying
understandable,2,NA,understandable
understanding,2,NA,understanding
undertaken,2,NA,undertaken
underwent,2,NA,underwent
undressed,2,NA,undressed
unequal,2,NA,unequal
unguarded,2,NA,unguarded
unheard,2,NA,unheard
unifilar,2,NA,unifilar
uninhabited,2,NA,uninhabited
uninviting,2,NA,uninviting
uniqueness,2,NA,uniqueness
universal,2,NA,universal
unjust,2,NA,unjust
unmistak,2,NA,unmistak
unmolested,2,NA,unmolested
unnamed,2,NA,unnamed
unostentatious,2,NA,unostentatious
unpleasantly,2,NA,unpleasantly
unpredictable,2,NA,unpredictable
unprepossessing,2,NA,unprepossessing
unreliable,2,NA,unreliable
unrestricted,2,NA,unrestricted
unruly,2,NA,unruly
uns,2,NA,uns
unscathed,2,NA,unscathed
unscrupulous,2,NA,unscrupulous
unswervingly,2,NA,unswervingly
untold,2,NA,untold
untouched,2,NA,untouched
upland,2,NA,upland
uplands,2,NA,uplands
uplifting,2,NA,uplifting
uplifts,2,NA,uplifts
upturned,2,NA,upturned
ure,2,NA,ure
utter,2,NA,utter
uttering,2,NA,uttering
va,2,NA,va
vailed,2,NA,vailed
vainly,2,NA,vainly
vapour,2,NA,vapour
vari,2,NA,vari
vations,2,NA,vations
vega,2,NA,vega
vegetative,2,NA,vegetative
ventured,2,NA,ventured
vernier,2,NA,vernier
vices,2,NA,vices
vicious,2,NA,vicious
vidual,2,NA,vidual
vigilant,2,NA,vigilant
vigorous,2,NA,vigorous
vii,2,NA,vii
vik,2,NA,vik
vio,2,NA,vio
violet,2,NA,violet
violin,2,NA,violin
virtues,2,NA,virtues
vis,2,NA,vis
visibly,2,NA,visibly
vividly,2,NA,vividly
vol,2,NA,vol
volcanic,2,NA,volcanic
voluntarily,2,NA,voluntarily
volunteered,2,NA,volunteered
volunteers,2,NA,volunteers
vomiting,2,NA,vomiting
voracity,2,NA,voracity
wade,2,NA,wade
wafted,2,NA,wafted
wages,2,NA,wages
waits,2,NA,waits
walter,2,NA,walter
wanderers,2,NA,wanderers
warily,2,NA,warily
warmest,2,NA,warmest
warms,2,NA,warms
warned,2,NA,warned
warning,2,NA,warning
wasting,2,NA,wasting
water’s,2,NA,water’s
weathered,2,NA,weathered
webs,2,NA,webs
webster’s,2,NA,webster’s
welded,2,NA,welded
wetting,2,NA,wetting
whale,2,wildlife,whale’s
whalebone,2,NA,whalebone
wharves,2,NA,wharves
wheels,2,NA,wheels
whitish,2,NA,whitish
widen,2,NA,widen
widened,2,NA,widened
widening,2,NA,widening
widest,2,NA,widest
wiehb,2,NA,wiehb
wilcox,2,NA,wilcox
williams,2,NA,williams
windings,2,NA,windings
windy,2,NA,windy
winged,2,NA,winged
winner,2,NA,winner
winning,2,NA,winning
wit,2,NA,wit
witch,2,NA,witch
withstood,2,NA,withstood
wonderful,2,NA,wonderful
wonderfully,2,NA,wonderfully
worker,2,NA,worker
workshop,2,NA,workshop
worlds,2,NA,worlds
worms,2,NA,worms
worry,2,NA,worry
worrying,2,NA,worrying
wouldn’t,2,NA,wouldn’t
wove,2,NA,wove
wretches,2,NA,wretches
wrinkled,2,NA,wrinkled
wrinkles,2,NA,wrinkles
wrist,2,NA,wrist
writ,2,NA,writ
writhed,2,NA,writhed
wrong,2,NA,wrong
wrung,2,NA,wrung
yoke,2,NA,yoke
zemlya,2,NA,zemlya
zon,2,NA,zon
0.0,1,NA,0.0
0.005,1,NA,0.005
0.27,1,NA,0.27
0.3,1,NA,0.3
0.374,1,NA,0.374
0.5,1,NA,0.5
0.56,1,NA,0.56
0.6,1,NA,0.6
0.7,1,NA,0.7
00,1,NA,00
00.30,1,NA,00.30
02,1,NA,02
04,1,NA,04
"1,100",1,NA,"1,100"
"1,300,000",1,NA,"1,300,000"
1.1,1,NA,1.1
1.2,1,NA,1.2
1.20,1,NA,1.20
1.23,1,NA,1.23
1.5,1,NA,1.5
1.67,1,NA,1.67
1.9,1,NA,1.9
1.94,1,NA,1.94
10.15,1,NA,10.15
10.3,1,NA,10.3
10.83,1,NA,10.83
101,1,NA,101
102,1,NA,102
10721.5,1,NA,10721.5
10957.1,1,NA,10957.1
1098.9,1,NA,1098.9
10fe,1,NA,10fe
"11,045",1,NA,"11,045"
11.20,1,NA,11.20
11.45,1,NA,11.45
11.6,1,NA,11.6
1100,1,NA,1100
11124.0,1,NA,11124.0
113,1,NA,113
11673.9,1,NA,11673.9
117,1,NA,117
12.00,1,NA,12.00
12.3,1,NA,12.3
"13,600",1,NA,"13,600"
13.4,1,NA,13.4
13.5,1,NA,13.5
13.89,1,NA,13.89
130,1,NA,130
1300,1,NA,1300
133,1,NA,133
13568.8,1,NA,13568.8
14.2,1,NA,14.2
14.4,1,NA,14.4
"146,536",1,NA,"146,536"
14933.5,1,NA,14933.5
"15,325",1,NA,"15,325"
15.4,1,NA,15.4
1500,1,NA,1500
153,1,NA,153
15522.6,1,NA,15522.6
1576,1,NA,1576
1587,1,NA,1587
16.5,1,NA,16.5
1600,1,NA,1600
16082.2,1,NA,16082.2
1616,1,NA,1616
16273.7,1,NA,16273.7
17.0,1,NA,17.0
1720,1,NA,1720
17358.6,1,NA,17358.6
1736,1,NA,1736
174,1,NA,174
1774,1,NA,1774
1776,1,NA,1776
1780,1,NA,1780
17800.4,1,NA,17800.4
1781,1,NA,1781
1800,1,NA,1800
1806,1,NA,1806
1807,1,NA,1807
1809,1,NA,1809
1820s,1,NA,1820s
1822,1,NA,1822
1825,1,NA,1825
1830s,1,NA,1830s
1832,1,NA,1832
1833,1,NA,1833
1835,1,NA,1835
1838,1,NA,1838
1840,1,NA,1840
1840s,1,NA,1840s
1849,1,NA,1849
1850s,1,NA,1850s
1851,1,NA,1851
1856,1,NA,1856
1858,1,NA,1858
1860s,1,NA,1860s
1862,1,NA,1862
1866,1,NA,1866
1867,1,NA,1867
1868,1,NA,1868
1877,1,NA,1877
18890.2,1,NA,18890.2
"19,000",1,NA,"19,000"
19.2,1,NA,19.2
19582.4,1,NA,19582.4
196,1,NA,196
19891.7,1,NA,19891.7
"2,000",1,NA,"2,000"
"2,409",1,NA,"2,409"
"2,500",1,NA,"2,500"
2.11,1,NA,2.11
2.15,1,NA,2.15
2.20,1,NA,2.20
2.3,1,NA,2.3
2.43,1,NA,2.43
2.50,1,NA,2.50
2.57,1,NA,2.57
206,1,NA,206
"21,000",1,NA,"21,000"
"21,1871",1,NA,"21,1871"
21.67,1,NA,21.67
21.92,1,NA,21.92
21177.9,1,NA,21177.9
"22,000",1,NA,"22,000"
"22,553",1,NA,"22,553"
22.3,1,NA,22.3
221,1,NA,221
22847.0,1,NA,22847.0
24908.8,1,NA,24908.8
25.6,1,NA,25.6
2641,1,NA,2641
26607.3,1,NA,26607.3
27.152,1,NA,27.152
28.958,1,NA,28.958
"29,275",1,NA,"29,275"
295,1,NA,295
299.0,1,NA,299.0
"3,120",1,NA,"3,120"
"3,181",1,NA,"3,181"
3.25,1,NA,3.25
3.40,1,NA,3.40
3.45,1,NA,3.45
31.5,1,NA,31.5
31.6,1,NA,31.6
31.7,1,NA,31.7
315,1,NA,315
343,1,NA,343
347,1,NA,347
348,1,NA,348
349,1,NA,349
351,1,NA,351
360,1,NA,360
37.2,1,NA,37.2
370,1,NA,370
371,1,NA,371
372,1,NA,372
374,1,NA,374
387,1,NA,387
39.25,1,NA,39.25
39.4,1,NA,39.4
39.94,1,NA,39.94
3d,1,NA,3d
4.3,1,NA,4.3
4.44,1,NA,4.44
4.7,1,NA,4.7
"40,000",1,NA,"40,000"
40.9,1,NA,40.9
4000,1,NA,4000
"41,715",1,NA,"41,715"
"425,000",1,NA,"425,000"
4261.1,1,NA,4261.1
44.5,1,NA,44.5
4500,1,NA,4500
"46,000",1,NA,"46,000"
46.06,1,NA,46.06
470,1,NA,470
4801.1,1,NA,4801.1
5.1,1,NA,5.1
5.20,1,NA,5.20
5.30,1,NA,5.30
5.45,1,NA,5.45
"500,000",1,NA,"500,000"
52'45,1,NA,52'45
542,1,NA,542
5498.3,1,NA,5498.3
58.5,1,NA,58.5
59.94,1,NA,59.94
6.25,1,NA,6.25
6.40,1,NA,6.40
6.5,1,NA,6.5
6.7,1,NA,6.7
61.3,1,NA,61.3
6234.6,1,NA,6234.6
62nd,1,NA,62nd
63,1,NA,63
63.4,1,NA,63.4
63.5,1,NA,63.5
64.2,1,NA,64.2
6400,1,NA,6400
66,1,NA,66
6764.8,1,NA,6764.8
67th,1,NA,67th
68.5,1,NA,68.5
7.15,1,NA,7.15
7.2,1,NA,7.2
7.25,1,NA,7.25
7.3,1,NA,7.3
7.45,1,NA,7.45
7.50,1,NA,7.50
7.75,1,NA,7.75
70.4,1,NA,70.4
70.8,1,NA,70.8
71.37,1,NA,71.37
71.8,1,NA,71.8
713,1,NA,713
714,1,NA,714
72.6,1,NA,72.6
72.9,1,NA,72.9
72nd,1,NA,72nd
73rd,1,NA,73rd
74.2,1,NA,74.2
74th,1,NA,74th
75th,1,NA,75th
76.91,1,NA,76.91
7609.1,1,NA,7609.1
76th,1,NA,76th
78.8,1,NA,78.8
79.8,1,NA,79.8
8.23,1,NA,8.23
8.30,1,NA,8.30
8.45,1,NA,8.45
8.56,1,NA,8.56
8.6,1,NA,8.6
8.61,1,NA,8.61
8000,1,NA,8000
81.8,1,NA,81.8
82.4,1,NA,82.4
828,1,NA,828
84,1,NA,84
85,1,NA,85
8635.1,1,NA,8635.1
88.8,1,NA,88.8
8895.3,1,NA,8895.3
89.2,1,NA,89.2
9.10,1,NA,9.10
9.3,1,NA,9.3
92.2,1,NA,92.2
93,1,NA,93
942,1,NA,942
96.5,1,NA,96.5
99,1,NA,99
à,1,NA,à
a.d,1,NA,a.d
aan,1,NA,aan
abandons,1,NA,abandons
abating,1,NA,abating
abenaki,1,NA,abenaki
abernethy,1,NA,abernethy
abgefallen,1,NA,abgefallen
abgott,1,NA,abgott
abil,1,NA,abil
ablaze,1,NA,ablaze
abnormal,1,NA,abnormal
abodes,1,NA,abodes
abomination,1,NA,abomination
abortion,1,NA,abortion
abound,1,NA,abound
abounds,1,NA,abounds
abouts,1,NA,abouts
abridged,1,NA,abridged
abruptly,1,NA,abruptly
abstain,1,NA,abstain
abstinence,1,NA,abstinence
abut,1,NA,abut
abutted,1,NA,abutted
abysses,1,NA,abysses
acade,1,NA,acade
accede,1,NA,accede
accelerate,1,NA,accelerate
accen,1,NA,accen
accent,1,NA,accent
accept,1,NA,accept
acceptable,1,NA,acceptable
accepting,1,NA,accepting
acces,1,NA,acces
accessory,1,NA,accessory
acci,1,NA,acci
accidental,1,NA,accidental
accommo,1,NA,accommo
accompanies,1,NA,accompanies
accountable,1,NA,accountable
accounted,1,NA,accounted
accounts,1,NA,accounts
accumu,1,NA,accumu
accumulate,1,NA,accumulate
accumulates,1,NA,accumulates
accumulation,1,NA,accumulation
accur,1,NA,accur
accusations,1,NA,accusations
achs,1,NA,achs
acknowledgment,1,NA,acknowledgment
acquaint,1,NA,acquaint
acqui,1,NA,acqui
acquiring,1,NA,acquiring
acreage,1,NA,acreage
acres,1,NA,acres
actinometric,1,NA,actinometric
actions,1,NA,actions
actively,1,NA,actively
acts,1,NA,acts
acumen,1,NA,acumen
acy,1,NA,acy
adair,1,NA,adair
adam,1,NA,adam
adapt,1,NA,adapt
additions,1,NA,additions
addled,1,NA,addled
adds,1,NA,adds
adhesion,1,NA,adhesion
adie,1,NA,adie
adieu,1,NA,adieu
adjusted,1,NA,adjusted
adjusting,1,NA,adjusting
administered,1,NA,administered
administra,1,NA,administra
administrators,1,NA,administrators
admiring,1,NA,admiring
admixed,1,NA,admixed
admixture,1,NA,admixture
admixtures,1,NA,admixtures
admon,1,NA,admon
adroit,1,NA,adroit
advances,1,NA,advances
advantageous,1,NA,advantageous
advantageously,1,NA,advantageously
adventurers,1,NA,adventurers
adventures,1,NA,adventures
adventuresome,1,NA,adventuresome
adventurous,1,NA,adventurous
adversity,1,NA,adversity
advise,1,NA,advise
advised,1,NA,advised
advocating,1,NA,advocating
aerial,1,NA,aerial
aeronauts,1,NA,aeronauts
afar,1,NA,afar
affair,1,NA,affair
affairs,1,NA,affairs
affect,1,NA,affect
affectionate,1,NA,affectionate
afflict,1,NA,afflict
affliction,1,NA,affliction
afforded,1,NA,afforded
afield,1,NA,afield
african,1,NA,african
afterdeck,1,NA,afterdeck
aftertaste,1,NA,aftertaste
agassiz,1,NA,agassiz
agent,1,NA,agent
ages,1,NA,ages
aggravated,1,NA,aggravated
aggregation,1,NA,aggregation
aggression,1,NA,aggression
aggressive,1,NA,aggressive
agined,1,NA,agined
agitation,1,NA,agitation
agonies,1,NA,agonies
agrostis,1,NA,agrostis
aie,1,NA,aie
aiming,1,NA,aiming
aine,1,NA,aine
airy,1,NA,airy
aisle,1,NA,aisle
ak,1,NA,ak
aks,1,NA,aks
alarmed,1,NA,alarmed
alarmingly,1,NA,alarmingly
alaska’s,1,NA,alaska’s
albifrons,1,NA,albifrons
albino,1,NA,albino
album,1,NA,album
ald,1,NA,ald
alder,1,NA,alder
alderman,1,NA,alderman
alexandrian,1,NA,alexandrian
algae,1,NA,algae
algonkin,1,NA,algonkin
align,1,NA,align
alignments,1,NA,alignments
ality,1,NA,ality
all’s,1,NA,all’s
allel,1,NA,allel
aller,1,NA,aller
alleviating,1,NA,alleviating
alley,1,NA,alley
allison,1,NA,allison
allocated,1,NA,allocated
allot,1,NA,allot
allotted,1,NA,allotted
allowance,1,NA,allowance
allude,1,NA,allude
alluded,1,NA,alluded
almanac,1,NA,almanac
almighty,1,NA,almighty
almonds,1,NA,almonds
aloina,1,NA,aloina
alopecurae,1,flora,alopecurae
alpenglow,1,NA,alpenglow
alpenstock,1,NA,alpenstock
alps,1,NA,alps
alte,1,NA,alte
alter,1,NA,alter
alteration,1,NA,alteration
altercation,1,NA,altercation
alternate,1,NA,alternate
alti,1,NA,alti
alto,1,NA,alto
alumina,1,NA,alumina
aluminum,1,NA,aluminum
alvin,1,NA,alvin
amazing,1,NA,amazing
amazingly,1,NA,amazingly
ambassador,1,NA,ambassador
ambling,1,NA,ambling
amen,1,NA,amen
ameri,1,NA,ameri
americas,1,NA,americas
ami,1,NA,ami
amiable,1,NA,amiable
ammonia,1,NA,ammonia
amoeboid,1,NA,amoeboid
amphipods,1,NA,amphipods
amputated,1,NA,amputated
amputation,1,NA,amputation
amuse,1,NA,amuse
analyses,1,NA,analyses
analyzed,1,NA,analyzed
ances,1,NA,ances
ancestry,1,NA,ancestry
ancholy,1,NA,ancholy
anchovies,1,NA,anchovies
andalusian,1,NA,andalusian
andering,1,NA,andering
andrōn,1,NA,andrōn
anemom,1,NA,anemom
aneroids,1,NA,aneroids
anew,1,NA,anew
anger,1,NA,anger
angling,1,NA,angling
angulok,1,NA,angulok
angulok’s,1,NA,angulok’s
ankle,1,NA,ankle
ankles,1,NA,ankles
ann,1,NA,ann
annelid,1,NA,annelid
annihilate,1,NA,annihilate
anniversary,1,NA,anniversary
announce,1,NA,announce
announces,1,NA,announces
anonymous,1,NA,anonymous
anser,1,NA,anser
anthing,1,NA,anthing
anthropologie,1,NA,anthropologie
anthropologists,1,NA,anthropologists
anti,1,NA,anti
anticipate,1,NA,anticipate
anticipating,1,NA,anticipating
anticipation,1,NA,anticipation
anticipations,1,NA,anticipations
antwerp,1,NA,antwerp
anxiously,1,NA,anxiously
anybody’s,1,NA,anybody’s
apathetically,1,NA,apathetically
apetala,1,NA,apetala
apologized,1,NA,apologized
apostle,1,NA,apostle
apostolic,1,NA,apostolic
appalling,1,NA,appalling
appara,1,NA,appara
apparitions,1,NA,apparitions
appealing,1,NA,appealing
appease,1,NA,appease
appellation,1,NA,appellation
appendages,1,NA,appendages
appendices,1,NA,appendices
appetite,1,NA,appetite
appetites,1,NA,appetites
appetizing,1,NA,appetizing
apples,1,NA,apples
applicable,1,NA,applicable
applications,1,NA,applications
appointed,1,NA,appointed
appointment,1,NA,appointment
appreci,1,NA,appreci
appreciated,1,NA,appreciated
appreciation,1,NA,appreciation
appro,1,NA,appro
appropri,1,NA,appropri
appropriately,1,NA,appropriately
apt,1,NA,apt
aptitude,1,NA,aptitude
ara,1,NA,ara
arable,1,NA,arable
arated,1,NA,arated
arations,1,NA,arations
arbitrary,1,NA,arbitrary
archers,1,NA,archers
arches,1,NA,arches
archi,1,NA,archi
architecture,1,NA,architecture
archiv,1,NA,archiv
archly,1,NA,archly
arcing,1,NA,arcing
arctander,1,NA,arctander
arctander’s,1,NA,arctander’s
arcticus,1,NA,arcticus
arctis,1,NA,arctis
ardent,1,NA,ardent
ardour,1,NA,ardour
argued,1,NA,argued
aridity,1,NA,aridity
aries,1,NA,aries
arises,1,NA,arises
armchairs,1,NA,armchairs
armer,1,NA,armer
armoured,1,NA,armoured
armpits,1,NA,armpits
arouses,1,NA,arouses
arousing,1,NA,arousing
arranging,1,NA,arranging
arrayed,1,NA,arrayed
arrutak,1,NA,arrutak
arsenal,1,NA,arsenal
articulation,1,NA,articulation
artillery,1,NA,artillery
artist,1,NA,artist
artless,1,NA,artless
arts,1,NA,arts
ascend,1,NA,ascend
ascension,1,NA,ascension
ascertaining,1,NA,ascertaining
ascribe,1,NA,ascribe
aski,1,NA,aski
askimowew,1,NA,askimowew
asparagus,1,NA,asparagus
aspen,1,NA,aspen
assassination,1,NA,assassination
assemblage,1,NA,assemblage
assemblages,1,NA,assemblages
asserting,1,NA,asserting
assess,1,NA,assess
assistants,1,NA,assistants
association’s,1,NA,association’s
assort,1,NA,assort
assortment,1,NA,assortment
assuage,1,NA,assuage
assump,1,NA,assump
astonished,1,NA,astonished
astonishment,1,NA,astonishment
asymmetrically,1,NA,asymmetrically
ates,1,NA,ates
atheism,1,NA,atheism
athletic,1,NA,athletic
atlan,1,NA,atlan
atmos,1,NA,atmos
atmospher,1,NA,atmospher
atoned,1,NA,atoned
ator,1,NA,ator
atrophied,1,NA,atrophied
attaches,1,NA,attaches
attachment,1,NA,attachment
attacker,1,NA,attacker
attend,1,NA,attend
attitude,1,NA,attitude
attributes,1,NA,attributes
audacity,1,NA,audacity
audible,1,NA,audible
auditorium,1,NA,auditorium
augite,1,NA,augite
augustine,1,NA,augustine
auroral,1,NA,auroral
authorized,1,NA,authorized
autocratic,1,NA,autocratic
automatically,1,NA,automatically
auvik,1,NA,auvik
availability,1,NA,availability
avalanche,1,NA,avalanche
avalon,1,NA,avalon
avaricious,1,NA,avaricious
aver,1,NA,aver
averaged,1,NA,averaged
averages,1,NA,averages
averaging,1,NA,averaging
avoids,1,NA,avoids
aw,1,NA,aw
awaits,1,NA,awaits
awakened,1,NA,awakened
awakening,1,NA,awakening
awareness,1,NA,awareness
awful,1,NA,awful
awls,1,NA,awls
axles,1,NA,axles
azaleas,1,NA,azaleas
b1,1,NA,b1
baaing,1,NA,baaing
baart,1,NA,baart
bab,1,NA,bab
babbled,1,NA,babbled
babbling,1,NA,babbling
babies,1,NA,babies
baccalieu,1,NA,baccalieu
bache,1,NA,bache
backsides,1,NA,backsides
baie,1,NA,baie
bailed,1,NA,bailed
baize,1,NA,baize
bal,1,NA,bal
balances,1,NA,balances
bald,1,NA,bald
baldness,1,NA,baldness
bals,1,NA,bals
balustrade,1,NA,balustrade
bamboo,1,NA,bamboo
bandits,1,NA,bandits
banged,1,NA,banged
banish,1,NA,banish
banishing,1,NA,banishing
banked,1,NA,banked
banned,1,NA,banned
banner,1,NA,banner
banquo’s,1,NA,banquo’s
baptisms,1,NA,baptisms
baptized,1,NA,baptized
bär,1,NA,bär
barbaric,1,NA,barbaric
bard,1,NA,bard
bardin,1,NA,bardin
bared,1,NA,bared
barefoot,1,NA,barefoot
barest,1,NA,barest
baritone,1,NA,baritone
barkless,1,NA,barkless
barnacle,1,NA,barnacle
barnacles,1,NA,barnacles
barometric,1,NA,barometric
baron,1,NA,baron
barque,1,NA,barque
barra,1,NA,barra
barrens,1,NA,barrens
barring,1,NA,barring
basal,1,NA,basal
basaltic,1,NA,basaltic
basely,1,NA,basely
basic,1,NA,basic
baskets,1,NA,baskets
bastions,1,NA,bastions
bat,1,NA,bat
bath,1,NA,bath
bathe,1,NA,bathe
baths,1,NA,baths
batteries,1,NA,batteries
battlefield,1,NA,battlefield
battles,1,NA,battles
batty,1,NA,batty
bayonets,1,NA,bayonets
beached,1,NA,beached
beam,1,NA,beam
beamed,1,NA,beamed
bear’s,1,NA,bear’s
beast,1,NA,beast
beaver,1,NA,beaver
beck,1,NA,beck
beckoned,1,NA,beckoned
becom,1,NA,becom
bedsheet,1,NA,bedsheet
beechey,1,NA,beechey
beehive,1,NA,beehive
beer,1,NA,beer
bees,1,NA,bees
beetles,1,wildlife,beetles
befall,1,NA,befall
befell,1,NA,befell
beg,1,NA,beg
beheaded,1,NA,beheaded
beklagt,1,NA,beklagt
belched,1,NA,belched
beliefs,1,NA,beliefs
believes,1,NA,believes
believeth,1,NA,believeth
belittle,1,NA,belittle
bella,1,NA,bella
belle,1,NA,belle
belles,1,NA,belles
bellowing,1,NA,bellowing
bellows,1,NA,bellows
bells,1,NA,bells
bellsund,1,NA,bellsund
belted,1,NA,belted
benches,1,NA,benches
bene,1,NA,bene
benefactor,1,NA,benefactor
beneficial,1,NA,beneficial
benevolence,1,NA,benevolence
bengal,1,NA,bengal
berland,1,NA,berland
berry,1,NA,berry
berserk,1,NA,berserk
beryllium,1,NA,beryllium
besetment,1,NA,besetment
besmirched,1,NA,besmirched
betula,1,NA,betula
bever,1,NA,bever
beverages,1,NA,beverages
bez,1,NA,bez
bezwyken,1,NA,bezwyken
bia,1,NA,bia
bid,1,NA,bid
bidden,1,NA,bidden
bids,1,NA,bids
bigger,1,NA,bigger
billets,1,NA,billets
bine,1,NA,bine
binnen,1,NA,binnen
binoculars,1,NA,binoculars
birches,1,NA,birches
birthplace,1,NA,birthplace
bis,1,NA,bis
biscuit,1,NA,biscuit
bisecting,1,NA,bisecting
bisson,1,NA,bisson
bitch,1,NA,bitch
bits,1,NA,bits
bitten,1,NA,bitten
bitterness,1,NA,bitterness
bivalve,1,NA,bivalve
blackboards,1,NA,blackboards
blackcock,1,NA,blackcock
blackish,1,NA,blackish
blackness,1,NA,blackness
blackwell’s,1,NA,blackwell’s
bladed,1,NA,bladed
blan,1,NA,blan
blasphemies,1,NA,blasphemies
blast,1,NA,blast
blatant,1,NA,blatant
bleached,1,NA,bleached
bleak,1,NA,bleak
bled,1,NA,bled
blessed,1,NA,blessed
blessing,1,NA,blessing
blindingly,1,NA,blindingly
bliss,1,NA,bliss
bliz,1,NA,bliz
blizzards,1,NA,blizzards
blondest,1,NA,blondest
blooded,1,NA,blooded
bloomed,1,NA,bloomed
blos,1,NA,blos
blowflies,1,NA,blowflies
blub,1,NA,blub
bluebells,1,NA,bluebells
blueber,1,NA,blueber
blueberry,1,NA,blueberry
blundered,1,NA,blundered
bluntly,1,NA,bluntly
blurredly,1,NA,blurredly
blush,1,NA,blush
boarded,1,NA,boarded
boasts,1,NA,boasts
boathook,1,NA,boathook
boathooks,1,NA,boathooks
boatsteerer’s,1,NA,boatsteerer’s
boatsteerers,1,NA,boatsteerers
bocca,1,NA,bocca
bod,1,NA,bod
bodily,1,NA,bodily
boeufs,1,NA,boeufs
bog,1,NA,bog
boisterous,1,NA,boisterous
boisterously,1,NA,boisterously
bolder,1,NA,bolder
boldt,1,NA,boldt
bolognese,1,NA,bolognese
bolts,1,NA,bolts
bombyx,1,wildlife,bombyx
bon,1,NA,bon
bonds,1,NA,bonds
boothia,1,NA,boothia
boothii,1,NA,boothii
bor,1,NA,bor
boreas,1,NA,boreas
boring,1,NA,boring
borings,1,NA,borings
born,1,NA,born
bornly,1,NA,bornly
bosomed,1,NA,bosomed
bossekop,1,NA,bossekop
bosses,1,NA,bosses
botanist,1,NA,botanist
bottlenoses,1,NA,bottlenoses
bottoms,1,NA,bottoms
bou,1,NA,bou
bounding,1,NA,bounding
bowen,1,NA,bowen
bowl,1,NA,bowl
bowlder,1,NA,bowlder
bowling,1,NA,bowling
bowstring,1,NA,bowstring
braaf,1,NA,braaf
brachiopods,1,NA,brachiopods
brackets,1,NA,brackets
branched,1,NA,branched
branching,1,NA,branching
